Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF1 Spectral Count	sBC_nORF2 Spectral Count	sBC_nORF1 Unique Spectral Count	sBC_nORF2 Unique Spectral Count	sBC_nORF1 Total Spectral Count	sBC_nORF2 Total Spectral Count	sBC_nORF1 Intensity	sBC_nORF2 Intensity	sBC_nORF1 Unique Intensity	sBC_nORF2 Unique Intensity	sBC_nORF1 Total Intensity	sBC_nORF2 Total Intensity	Indistinguishable Proteins
ENSG00000100095.18_26169670_26380295_1024	ENSG00000100095.18_26169670_26380295_1024			1024	28.80				1.0000	0.9990	19	29	29	33	20	9	20	9	23	10	7.5410328E7	2.10075238E9	7.5410328E7	2.10075238E9	7.5410328E7	2.10075238E9	
ENSG00000100099.20_26481762_26453233_708	ENSG00000100099.20_26481762_26453233_708			708	31.90				1.0000	0.9990	20	34	34	34	15	19	15	19	15	19	6.8360232E7	3.92917824E8	6.8360232E7	3.92917824E8	6.8360232E7	3.92917824E8	
ENSG00000100100.12_31292344_31283084_263	ENSG00000100100.12_31292344_31283084_263			263	35.00				1.0000	0.9990	7	7	7	7	5	2	5	2	5	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100104.13_26483891_26491672_339	ENSG00000100104.13_26483891_26491672_339			339	36.30				1.0000	0.9990	8	8	8	8	4	4	4	4	4	4	0.0	7.1549808E7	0.0	7.1549808E7	0.0	7.1549808E7	
ENSG00000100106.19_37701366_37772762_2365	ENSG00000100106.19_37701366_37772762_2365			2365	56.10				1.0000	0.9990	120	258	194	258	143	115	111	83	143	115	2.12846438E9	2.63675443E9	9.3469024E8	3.05840179E9	2.12846438E9	2.63675443E9	
ENSG00000100106.19_37751802_37759527_360	ENSG00000100106.19_37751802_37759527_360			360	73.60				1.0000	0.9990	32	7	7	71	3	4	3	4	35	36	0.0	1.4246584E8	0.0	1.4246584E8	2.40331699E9	7.8647309E8	
ENSG00000100109.16_26510272_26492013_837	ENSG00000100109.16_26510272_26492013_837			837	63.00				1.0000	0.9990	59	127	127	127	62	65	62	65	62	65	3.12693197E9	3.24756941E9	3.12693197E9	3.24756941E9	3.12693197E9	3.24756941E9	
ENSG00000100116.16_37807968_37816718_445	ENSG00000100116.16_37807968_37816718_445			445	58.20				1.0000	0.9990	22	45	45	45	25	20	25	20	25	20	4.15934208E8	9.6823878E8	4.15934208E8	9.6823878E8	4.15934208E8	9.6823878E8	
ENSG00000100124.14_37844238_37831943_300	ENSG00000100124.14_37844238_37831943_300			300	62.30				1.0000	0.9990	12	44	44	44	23	21	23	21	23	21	5.9588576E8	6.8592781E8	5.9588576E8	6.8592781E8	5.9588576E8	6.8592781E8	
ENSG00000100129.17_37849450_37888464_564	ENSG00000100129.17_37849450_37888464_564			564	75.50				1.0000	0.9990	39	195	185	195	109	86	105	80	109	86	1.48527616E10	1.6207658E10	1.48527616E10	1.6207658E10	1.48527616E10	1.6207658E10	
ENSG00000100138.13_41688796_41674933_128	ENSG00000100138.13_41688796_41674933_128			128	75.80				1.0000	0.9990	9	117	117	117	63	54	63	54	63	54	5.3824303E10	4.2620518E10	5.3824303E10	4.2620518E10	5.3824303E10	4.2620518E10	
ENSG00000100139.13_37906423_37940830_863	ENSG00000100139.13_37906423_37940830_863			863	52.50				1.0000	0.9990	44	78	78	78	36	42	36	42	36	42	2.9841888E8	6.5202765E9	2.9841888E8	6.5202765E9	2.9841888E8	6.5202765E9	
ENSG00000100142.14_37953788_37967715_127	ENSG00000100142.14_37953788_37967715_127			127	13.40				1.0000	0.9990	4	4	4	11	1	3	1	3	4	7	7.3782136E7	2.35420032E8	7.3782136E7	2.35420032E8	1.54159424E9	1.25172634E9	
ENSG00000100142.14_37953788_38041092_158	ENSG00000100142.14_37953788_38041092_158			158	20.30				1.0000	0.9990	5	16	9	16	10	6	7	2	10	6	1.54159424E9	1.25172634E9	0.0	0.0	1.54159424E9	1.25172634E9	
ENSG00000100147.13_41808942_41825823_212	ENSG00000100147.13_41808942_41825823_212			212	45.30				1.0000	0.9990	12	41	41	41	23	18	23	18	23	18	1.16864512E9	4.4844462E9	1.16864512E9	4.4844462E9	1.16864512E9	4.4844462E9	
ENSG00000100151.15_38057810_38075132_415	ENSG00000100151.15_38057810_38075132_415			415	70.40				1.0000	0.9990	27	69	69	69	35	34	35	34	35	34	3.31866957E9	3.66946867E9	3.31866957E9	3.66946867E9	3.31866957E9	3.66946867E9	
ENSG00000100154.14_28679723_27982221_2481	ENSG00000100154.14_28679723_27982221_2481			2481	51.40				1.0000	0.9990	111	180	180	180	105	75	105	75	105	75	7.1433969E9	2.13029024E8	7.1433969E9	2.13029024E8	7.1433969E9	2.13029024E8	
ENSG00000100191.5_32247506_32218514_532	ENSG00000100191.5_32247506_32218514_532			532	24.60				1.0000	0.9990	16	23	23	23	13	10	13	10	13	10	2.12738688E9	2.39089552E8	2.12738688E9	2.39089552E8	2.12738688E9	2.39089552E8	
ENSG00000100196.10_38468279_38481523_205	ENSG00000100196.10_38468279_38481523_205			205	19.50				1.0000	0.9990	4	6	3	6	3	3	2	1	3	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100196.10_38468279_38482536_199	ENSG00000100196.10_38468279_38482536_199			199	18.10				1.0000	0.9990	4	3	3	6	1	2	1	2	2	4	5.575452E7	3.8792704E8	5.575452E7	3.8792704E8	5.575452E7	3.8792704E8	
ENSG00000100201.20_38506000_38485935_652	ENSG00000100201.20_38506000_38485935_652			652	73.00				1.0000	0.9990	58	491	405	564	249	242	211	194	291	273	6.4997265E10	7.0083969E10	6.4997265E10	7.0083969E10	6.4997265E10	7.0083969E10	
ENSG00000100209.9_28742324_28757169_159	ENSG00000100209.9_28742324_28757169_159			159	59.10				1.0000	0.9990	10	19	19	19	11	8	11	8	11	8	1.28989914E9	9.3217261E8	1.28989914E9	9.3217261E8	1.28989914E9	9.3217261E8	
ENSG00000100211.10_38668055_38673236_126	ENSG00000100211.10_38668055_38673236_126			126	43.70				1.0000	0.9990	4	4	4	4	1	3	1	3	1	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100216.5_38681979_38683841_142	ENSG00000100216.5_38681979_38683841_142			142	83.80				1.0000	0.9990	10	149	149	149	81	68	81	68	81	68	3.99736192E9	8.6880604E9	3.99736192E9	8.6880604E9	3.99736192E9	8.6880604E9	
ENSG00000100219.16_28800524_28795546_261	ENSG00000100219.16_28800524_28795546_261			261	34.90				1.0000	0.9990	10	16	16	16	8	8	8	8	8	8	2.57057408E9	4.33145056E8	2.57057408E9	4.33145056E8	2.57057408E9	4.33145056E8	
ENSG00000100220.11_32412156_32387992_505	ENSG00000100220.11_32412156_32387992_505			505	77.00				1.0000	0.9990	43	430	430	430	226	204	226	204	226	204	3.8960583E10	4.6910497E10	3.8960583E10	4.6910497E10	3.8960583E10	4.6910497E10	
ENSG00000100221.10_38689086_38687902_83	ENSG00000100221.10_38689086_38687902_83			83	60.20				1.0000	0.9990	5	7	7	7	4	3	4	3	4	3	1.05346656E8	0.0	1.05346656E8	0.0	1.05346656E8	0.0	
ENSG00000100225.17_32475003_32498530_522	ENSG00000100225.17_32475003_32498530_522			522	23.80				1.0000	0.9990	13	24	24	24	13	11	13	11	13	11	7.2319898E8	4.42751936E8	7.2319898E8	4.42751936E8	7.2319898E8	4.42751936E8	
ENSG00000100226.15_38705956_38730704_669	ENSG00000100226.15_38705956_38730704_669			669	58.40				1.0000	0.9990	36	159	158	159	76	83	76	82	76	83	2.36345165E9	8.2045312E9	2.36345165E9	8.2045312E9	2.36345165E9	8.2045312E9	
ENSG00000100227.17_42614857_42585791_421	ENSG00000100227.17_42614857_42585791_421			421	77.90				1.0000	0.9990	33	137	137	137	66	71	66	71	66	71	3.36148864E9	5.7598157E9	3.36148864E9	5.7598157E9	3.36148864E9	5.7598157E9	
ENSG00000100228.12_23145390_23161564_325	ENSG00000100228.12_23145390_23161564_325			325	51.70				1.0000	0.9990	13	25	25	25	14	11	14	11	14	11	7.8485286E8	5.4760762E8	7.8485286E8	5.4760762E8	7.8485286E8	5.4760762E8	
ENSG00000100234.11_32802002_32859377_211	ENSG00000100234.11_32802002_32859377_211			211	46.40				1.0000	0.9990	10	13	13	13	4	9	4	9	4	9	0.0	1.48474048E9	0.0	1.48474048E9	0.0	1.48474048E9	
ENSG00000100239.15_50393909_50444233_927	ENSG00000100239.15_50393909_50444233_927			927	72.70				1.0000	0.9990	60	183	2	183	96	87	0	2	96	87	2.91155763E9	3.99615155E9	0.0	2.792206E7	2.91155763E9	3.99615155E9	
ENSG00000100239.15_50393909_50444247_959	ENSG00000100239.15_50393909_50444247_959			959	66.70				1.0000	0.9990	60	4	4	185	3	1	3	1	99	86	2.49765072E8	7.3286592E7	2.49765072E8	7.3286592E7	2.91155763E9	3.99615155E9	
ENSG00000100241.20_50474840_50447142_1893	ENSG00000100241.20_50474840_50447142_1893			1893	51.70				1.0000	0.9990	89	180	170	180	102	78	97	73	102	78	5.10828768E8	5.6551137E9	5.10828768E8	5.6551137E9	5.10828768E8	5.6551137E9	
ENSG00000100242.15_38752628_38736267_717	ENSG00000100242.15_38752628_38736267_717			717	61.60				1.0000	0.9990	41	113	113	114	66	47	66	47	67	47	3.85283098E9	1.73487437E9	3.85283098E9	1.73487437E9	3.85283098E9	1.73487437E9	
ENSG00000100243.20_42636837_42619773_291	ENSG00000100243.20_42636837_42619773_291			291	72.50				1.0000	0.9990	22	350	350	350	191	159	191	159	191	159	4.3583082E10	3.4932523E10	4.3583082E10	3.4932523E10	4.3583082E10	3.4932523E10	
ENSG00000100246.12_38782731_38779449_105	ENSG00000100246.12_38782731_38779449_105			105	76.20				1.0000	0.9990	10	15	15	15	7	8	7	8	7	8	2.89130976E8	5.30910432E8	2.89130976E8	5.30910432E8	2.89130976E8	5.30910432E8	
ENSG00000100258.17_50507618_50503391_688	ENSG00000100258.17_50507618_50503391_688			688	24.40				1.0000	0.9990	14	45	45	45	20	25	20	25	20	25	2.73239782E9	4.8628424E9	2.73239782E9	4.8628424E9	2.73239782E9	4.8628424E9	
ENSG00000100263.13_29265626_29260060_386	ENSG00000100263.13_29265626_29260060_386			386	12.70				1.0000	0.9990	3	9	9	9	3	6	3	6	3	6	1.22523264E8	5.01722144E8	1.22523264E8	5.01722144E8	1.22523264E8	5.01722144E8	
ENSG00000100266.18_42912080_42871357_486	ENSG00000100266.18_42912080_42871357_486			486	84.00				1.0000	0.9990	37	206	206	206	83	123	83	123	83	123	5.1330068E9	1.09922529E10	5.1330068E9	1.09922529E10	5.1330068E9	1.09922529E10	
ENSG00000100271.16_43075586_43039776_423	ENSG00000100271.16_43075586_43039776_423			423	29.10				1.0000	0.9990	11	18	18	18	10	8	10	8	10	8	1.57313728E8	3.06888672E8	1.57313728E8	3.06888672E8	1.57313728E8	3.06888672E8	
ENSG00000100280.16_29363023_29328821_899	ENSG00000100280.16_29363023_29328821_899			899	65.70				1.0000	0.9990	56	253	253	453	137	116	137	116	237	216	1.80204913E10	2.3858772E10	1.80204913E10	2.3858772E10	2.13946921E10	2.37062021E10	
ENSG00000100281.13_35262391_35293651_601	ENSG00000100281.13_35262391_35293651_601			601	44.10				1.0000	0.9990	32	51	51	51	19	32	19	32	19	32	1.46863782E9	1.11823245E9	1.46863782E9	1.11823245E9	1.46863782E9	1.11823245E9	
ENSG00000100284.20_35299929_35347209_492	ENSG00000100284.20_35299929_35347209_492			492	58.30				1.0000	0.9990	24	137	137	137	82	55	82	55	82	55	5.810903E9	6.1439145E9	5.810903E9	6.1439145E9	5.810903E9	6.1439145E9	
ENSG00000100285.9_29483422_29490703_710	ENSG00000100285.9_29483422_29490703_710			710	37.90				1.0000	0.9990	29	65	65	67	39	26	39	26	40	27	1.08789168E8	6.2235859E8	1.08789168E8	6.2235859E8	1.08789168E8	6.2235859E8	
ENSG00000100288.19_50582781_50579181_395	ENSG00000100288.19_50582781_50579181_395			395	61.00				1.0000	0.9990	26	62	62	62	29	33	29	33	29	33	1.62342054E9	2.61673062E9	1.62342054E9	2.61673062E9	1.62342054E9	2.61673062E9	
ENSG00000100290.2_43124059_43129305_148	ENSG00000100290.2_43124059_43129305_148			148	31.10				1.0000	0.9990	2	2	2	2	2	0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100292.16_35383107_35393598_280	ENSG00000100292.16_35383107_35393598_280			280	57.10				1.0000	0.9990	17	34	34	34	21	13	21	13	21	13	1.49602304E8	7.1443034E8	1.49602304E8	7.1443034E8	1.49602304E8	7.1443034E8	
ENSG00000100296.13_29549147_29508457_683	ENSG00000100296.13_29549147_29508457_683			683	64.40				1.0000	0.9990	39	104	104	104	56	48	56	48	56	48	2.9178519E9	4.08790656E9	2.9178519E9	4.08790656E9	2.9178519E9	4.08790656E9	
ENSG00000100297.15_35400439_35424255_734	ENSG00000100297.15_35400439_35424255_734			734	72.50				1.0000	0.9990	58	149	149	149	76	73	76	73	76	73	1.43125197E9	3.52447386E9	1.43125197E9	3.52447386E9	1.43125197E9	3.52447386E9	
ENSG00000100299.17_50627773_50625145_507	ENSG00000100299.17_50627773_50625145_507			507	42.60				1.0000	0.9990	16	237	237	237	117	120	117	120	117	120	3.19959265E10	9.3204511E9	3.19959265E10	9.3204511E9	3.19959265E10	9.3204511E9	
ENSG00000100304.12_43187069_43168008_644	ENSG00000100304.12_43187069_43168008_644			644	68.90				1.0000	0.9990	36	133	133	133	67	66	67	66	67	66	5.9120947E9	9.8324992E9	5.9120947E9	9.8324992E9	5.9120947E9	9.8324992E9	
ENSG00000100307.12_39152444_39133891_251	ENSG00000100307.12_39152444_39133891_251			251	31.50				1.0000	0.9990	5	6	6	6	2	4	2	4	2	4	5.8778608E7	2.39359648E8	5.8778608E7	2.39359648E8	5.8778608E7	2.39359648E8	
ENSG00000100314.3_29727754_29729569_148	ENSG00000100314.3_29727754_29729569_148			148	73.00				1.0000	0.9990	6	6	6	6	4	2	4	2	4	2	2.10146512E8	0.0	2.10146512E8	0.0	2.10146512E8	0.0	
ENSG00000100316.15_39319597_39312940_403	ENSG00000100316.15_39319597_39312940_403			403	67.00				1.0000	0.9990	40	613	613	613	298	315	298	315	298	315	3.29871565E10	5.633638E10	3.29871565E10	5.633638E10	3.29871565E10	5.633638E10	
ENSG00000100319.12_29748544_29731225_170	ENSG00000100319.12_29748544_29731225_170			170	46.50				1.0000	0.9990	9	14	14	14	8	6	8	6	8	6	1.37894144E8	8.5175232E7	1.37894144E8	8.5175232E7	1.37894144E8	8.5175232E7	
ENSG00000100321.14_39350011_39377690_191	ENSG00000100321.14_39350011_39377690_191			191	18.80				1.0000	0.9990	5	12	0	12	4	8	0	0	4	8	4.0174528E8	7.6055846E8	0.0	0.0	4.0174528E8	7.6055846E8	ENSG00000100321.14_39350011_39381914_233
ENSG00000100325.14_29832325_29789013_757	ENSG00000100325.14_29832325_29789013_757			757	44.10				1.0000	0.9990	34	74	74	74	36	38	36	38	36	38	1.03227232E9	2.49835827E9	1.03227232E9	2.49835827E9	1.03227232E9	2.49835827E9	
ENSG00000100330.15_29971060_30025801_1198	ENSG00000100330.15_29971060_30025801_1198			1198	47.70				1.0000	0.9990	40	68	68	74	41	27	41	27	43	31	8.8435642E8	1.21464589E9	8.8435642E8	1.21464589E9	8.6527379E8	1.29331533E9	
ENSG00000100335.13_39504231_39504443_70	ENSG00000100335.13_39504231_39504443_70			70	55.70				1.0000	0.9990	4	13	13	13	7	6	7	6	7	6	4.30483392E8	9.4603123E8	4.30483392E8	9.4603123E8	4.30483392E8	9.4603123E8	
ENSG00000100335.13_39511295_39514323_463	ENSG00000100335.13_39511295_39514323_463			463	35.20				1.0000	0.9990	16	20	20	20	11	9	11	9	11	9	1.68472368E8	4.59067552E8	1.68472368E8	4.59067552E8	1.68472368E8	4.59067552E8	
ENSG00000100342.20_36257084_36266033_383	ENSG00000100342.20_36257084_36266033_383			383	37.10				1.0000	0.9990	14	28	28	28	13	15	13	15	13	15	1.5580672E8	1.08038541E9	1.5580672E8	1.08038541E9	1.5580672E8	1.08038541E9	
ENSG00000100344.10_43923912_43946382_481	ENSG00000100344.10_43923912_43946382_481			481	40.30				1.0000	0.9990	11	16	16	16	10	6	10	6	10	6	2.5208983E9	9.6053542E8	2.5208983E9	9.6053542E8	2.5208983E9	9.6053542E8	
ENSG00000100345.20_36349236_36282668_1960	ENSG00000100345.20_36349236_36282668_1960			1960	76.80				1.0000	0.9990	207	1983	1626	1983	921	1062	744	882	921	1062	5.3200142E10	5.2380557E10	5.4290096E10	4.6058684E10	5.3200142E10	5.2380557E10	
ENSG00000100347.14_43955578_43996383_469	ENSG00000100347.14_43955578_43996383_469			469	65.90				1.0000	0.9990	32	148	148	148	89	59	89	59	89	59	4.25929139E9	4.22613146E9	4.25929139E9	4.22613146E9	4.25929139E9	4.22613146E9	
ENSG00000100348.9_36480837_36467804_166	ENSG00000100348.9_36480837_36467804_166			166	56.60				1.0000	0.9990	8	39	39	39	22	17	22	17	22	17	1.82744755E9	2.26630938E9	1.82744755E9	2.26630938E9	1.82744755E9	2.26630938E9	
ENSG00000100350.14_36506290_36490008_640	ENSG00000100350.14_36506290_36490008_640			640	35.60				1.0000	0.9990	26	38	38	38	21	17	21	17	21	17	2.79459456E8	2.39319424E8	2.79459456E8	2.39319424E8	2.79459456E8	2.39319424E8	
ENSG00000100351.16_39966021_39971084_223	ENSG00000100351.16_39966021_39971084_223			223	33.20				1.0000	0.9990	6	9	9	9	5	4	5	4	5	4	3.47298784E8	2.02529712E8	3.47298784E8	2.02529712E8	3.47298784E8	2.02529712E8	
ENSG00000100353.17_36526121_36510987_548	ENSG00000100353.17_36526121_36510987_548			548	68.20				1.0000	0.9990	46	311	311	311	155	156	155	156	155	156	9.9070577E9	8.323284E9	9.9070577E9	8.323284E9	9.9070577E9	8.323284E9	
ENSG00000100354.20_40125818_40323241_1029	ENSG00000100354.20_40125818_40323241_1029			1029	53.40				1.0000	0.9990	47	101	101	101	50	51	50	51	50	51	6.7905869E8	6.8010307E9	6.7905869E8	6.8010307E9	6.7905869E8	6.8010307E9	
ENSG00000100359.20_40400807_40409759_749	ENSG00000100359.20_40400807_40409759_749			749	44.10				1.0000	0.9990	35	92	92	92	45	47	45	47	45	47	3.7165184E9	1.87471693E9	3.7165184E9	1.87471693E9	3.7165184E9	1.87471693E9	
ENSG00000100364.18_45240703_45197176_404	ENSG00000100364.18_45240703_45197176_404			404	72.00				1.0000	0.9990	34	60	60	60	30	30	30	30	30	30	5.0807328E7	5.993831E8	5.0807328E7	5.993831E8	5.0807328E7	5.993831E8	
ENSG00000100372.14_40819248_40770834_307	ENSG00000100372.14_40819248_40770834_307			307	44.30				1.0000	0.9990	12	24	24	24	11	13	11	13	11	13	1.28949E8	6.3901856E8	1.28949E8	6.3901856E8	1.28949E8	6.3901856E8	
ENSG00000100376.11_45322380_45340405_357	ENSG00000100376.11_45322380_45340405_357			357	50.70				1.0000	0.9990	15	26	26	26	13	13	13	13	13	13	1.22345592E8	2.55195296E8	1.22345592E8	2.55195296E8	1.22345592E8	2.55195296E8	
ENSG00000100380.13_40856459_40826538_342	ENSG00000100380.13_40856459_40826538_342			342	49.70				1.0000	0.9990	20	197	197	197	113	84	113	84	113	84	4.4227576E10	4.4726305E10	4.4227576E10	4.4726305E10	4.4227576E10	4.4726305E10	
ENSG00000100387.8_40951399_40972488_108	ENSG00000100387.8_40951399_40972488_108			108	37.00				1.0000	0.9990	7	43	43	43	26	17	26	17	26	17	8.1840166E8	1.4824425E9	8.1840166E8	1.4824425E9	8.1840166E8	1.4824425E9	
ENSG00000100393.12_41093005_41178956_2414	ENSG00000100393.12_41093005_41178956_2414			2414	35.30				1.0000	0.9990	82	115	115	164	61	54	61	54	83	81	6.8908717E8	7.5345864E9	6.8908717E8	7.5345864E9	9.3013574E8	8.4469125E9	
ENSG00000100395.14_41205363_41230251_705	ENSG00000100395.14_41205363_41230251_705			705	38.00				1.0000	0.9990	27	52	44	52	22	30	18	26	22	30	1.84561504E8	8.4697818E8	1.14092672E8	7.7929933E8	1.84561504E8	8.4697818E8	
ENSG00000100401.19_41281044_41246603_587	ENSG00000100401.19_41281044_41246603_587			587	75.50				1.0000	0.9990	46	262	262	262	140	122	140	122	140	122	1.28978821E10	1.2022954E10	1.28978821E10	1.2022954E10	1.28978821E10	1.2022954E10	
ENSG00000100403.11_41320661_41357429_977	ENSG00000100403.11_41320661_41357429_977			977	59.90				1.0000	0.9990	55	108	100	108	65	43	59	41	65	43	7.5990131E8	9.9612998E8	4.58560544E8	1.27708493E9	7.5990131E8	9.9612998E8	
ENSG00000100410.7_41468653_41460398_110	ENSG00000100410.7_41468653_41460398_110			110	80.00				1.0000	0.9990	11	49	49	49	25	24	25	24	25	24	5.2735677E9	1.13898322E10	5.2735677E9	1.13898322E10	5.2735677E9	1.13898322E10	
ENSG00000100412.15_41469147_41528613_780	ENSG00000100412.15_41469147_41528613_780			780	65.30				1.0000	0.9990	53	439	439	439	214	225	214	225	214	225	3.7939814E10	4.3936371E10	3.7939814E10	4.3936371E10	3.7939814E10	4.3936371E10	
ENSG00000100413.16_41544083_41529283_198	ENSG00000100413.16_41544083_41529283_198			198	40.90				1.0000	0.9990	8	22	22	22	13	9	13	9	13	9	3.0561641E9	1.01506547E9	3.0561641E9	1.01506547E9	3.0561641E9	1.01506547E9	
ENSG00000100416.12_46335765_46357006_421	ENSG00000100416.12_46335765_46357006_421			421	54.20				1.0000	0.9990	32	65	3	65	32	33	1	2	32	33	2.17011046E9	1.06639693E9	0.0	0.0	2.17011046E9	1.06639693E9	
ENSG00000100417.11_41589805_41577318_262	ENSG00000100417.11_41589805_41577318_262			262	57.60				1.0000	0.9990	18	23	23	28	9	14	9	14	11	17	6.2243712E8	8.5036678E8	6.2243712E8	8.5036678E8	2.53174272E9	3.66790323E9	
ENSG00000100422.13_46738148_46687134_537	ENSG00000100422.13_46738148_46687134_537			537	37.60				1.0000	0.9990	22	29	29	29	7	22	7	22	7	22	1.31029856E8	3.32566272E8	1.31029856E8	3.32566272E8	1.31029856E8	3.32566272E8	
ENSG00000100425.18_49824317_49774233_1189	ENSG00000100425.18_49824317_49774233_1189			1189	58.00				1.0000	0.9990	70	114	110	114	64	50	62	48	64	50	7.9946355E8	8.6519149E8	7.9946355E8	8.6519149E8	7.9946355E8	8.6519149E8	
ENSG00000100426.6_49883807_49887178_1123	ENSG00000100426.6_49883807_49887178_1123			1123	43.00				1.0000	0.9990	56	88	88	88	51	37	51	37	51	37	5.01622784E8	3.20438944E8	5.01622784E8	3.20438944E8	5.01622784E8	3.20438944E8	
ENSG00000100429.17_50251002_50245507_659	ENSG00000100429.17_50251002_50245507_659			659	29.90				1.0000	0.9990	12	21	21	21	11	10	11	10	11	10	3.3351424E8	3.19224499E9	3.3351424E8	3.19224499E9	3.3351424E8	3.19224499E9	
ENSG00000100439.10_22601716_22610948_318	ENSG00000100439.10_22601716_22610948_318			318	50.30				1.0000	0.9990	15	42	42	42	15	27	15	27	15	27	5.7020186E8	1.75007002E9	5.7020186E8	1.75007002E9	5.7020186E8	1.75007002E9	
ENSG00000100441.9_24430731_24437285_678	ENSG00000100441.9_24430731_24437285_678			678	57.80				1.0000	0.9990	40	76	76	76	51	25	51	25	51	25	4.29341632E8	8.1754138E8	4.29341632E8	8.1754138E8	4.29341632E8	8.1754138E8	
ENSG00000100442.10_45134456_45116198_224	ENSG00000100442.10_45134456_45116198_224			224	75.40				1.0000	0.9990	22	179	179	179	92	87	92	87	92	87	2.1020801E10	2.03629363E10	2.1020801E10	2.03629363E10	2.1020801E10	2.03629363E10	
ENSG00000100445.17_24442769_24440083_293	ENSG00000100445.17_24442769_24440083_293			293	52.60				1.0000	0.9990	13	75	75	75	41	34	41	34	41	34	4.4868721E9	4.3878835E9	4.4868721E9	4.3878835E9	4.4868721E9	4.3878835E9	
ENSG00000100461.17_22911393_22901730_423	ENSG00000100461.17_22911393_22901730_423			423	55.60				1.0000	0.9990	23	59	59	59	39	20	39	20	39	20	4.6878766E9	2.11356429E9	4.6878766E9	2.11356429E9	4.6878766E9	2.11356429E9	
ENSG00000100462.15_22929352_22920904_634	ENSG00000100462.15_22929352_22920904_634			634	73.30				1.0000	0.9990	43	149	149	149	86	63	86	63	86	63	8.074794E9	7.9156849E9	8.074794E9	7.9156849E9	8.074794E9	7.9156849E9	
ENSG00000100473.15_30874939_30889791_550	ENSG00000100473.15_30874939_30889791_550			550	41.80				1.0000	0.9990	21	37	37	37	22	15	22	15	22	15	5.10629184E8	3.16883558E9	5.10629184E8	3.16883558E9	5.10629184E8	3.16883558E9	
ENSG00000100478.14_31066215_31084882_153	ENSG00000100478.14_31066215_31084882_153			153	50.30				1.0000	0.9990	2	2	2	2	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100478.14_31066215_31093035_138	ENSG00000100478.14_31066215_31093035_138			138	50.70				1.0000	0.9990	2	2	2	2	1	1	1	1	1	1	4.72099616E8	0.0	4.72099616E8	0.0	4.72099616E8	0.0	
ENSG00000100479.12_49679789_49643652_467	ENSG00000100479.12_49679789_49643652_467			467	13.30				1.0000	0.9990	4	4	4	4	2	2	2	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000100483.13_50116552_50109699_229	ENSG00000100483.13_50116552_50109699_229			229	41.00				1.0000	0.9990	8	14	14	14	6	8	6	8	6	8	4.18772928E8	4.7077344E8	4.18772928E8	4.7077344E8	4.18772928E8	4.7077344E8	
ENSG00000100485.11_50204316_50118344_1272	ENSG00000100485.11_50204316_50118344_1272			1272	32.90				1.0000	0.9990	45	48	48	67	25	23	25	23	35	32	1.8342032E8	2.96427936E8	1.8342032E8	2.96427936E8	8.5377062E8	7.0566611E8	
ENSG00000100504.16_50944403_50905392_847	ENSG00000100504.16_50944403_50905392_847			847	68.90				1.0000	0.9990	58	156	156	206	73	83	73	83	97	109	1.58365325E9	6.8067953E9	1.58365325E9	6.8067953E9	8.5820928E9	1.00511785E10	
