Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	sBC_nORF-1 Spectral Count	sBC_nORF-2 Spectral Count	sBC_nORF-1 Unique Spectral Count	sBC_nORF-2 Unique Spectral Count	sBC_nORF-1 Total Spectral Count	sBC_nORF-2 Total Spectral Count	sBC_nORF-1 Intensity	sBC_nORF-2 Intensity	sBC_nORF-1 Unique Intensity	sBC_nORF-2 Unique Intensity	sBC_nORF-1 Total Intensity	sBC_nORF-2 Total Intensity	Indistinguishable Proteins
ENSG00000106341.10_647_1093	ENSG00000106341.10_647_1093			149	51.00				1.0000	0.9990	8	9	9	9	6	3	6	3	6	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000106344.8_116_2392	ENSG00000106344.8_116_2392			759	54.80				1.0000	0.9990	55	117	117	117	59	58	59	58	59	58	5.4147512E9	5.7078595E9	5.4147512E9	5.7078595E9	5.4147512E9	5.7078595E9	
ENSG00000106348.16_691_1698	ENSG00000106348.16_691_1698			336	57.10				1.0000	0.9990	21	42	42	46	18	24	18	24	18	28	1.2781513E9	1.33062861E9	1.2781513E9	1.33062861E9	1.2781513E9	1.33062861E9	
ENSG00000106351.12_129_1565	ENSG00000106351.12_129_1565			479	38.00				1.0000	0.9990	22	61	61	61	33	28	33	28	33	28	9.631264E8	1.41624614E9	9.631264E8	1.41624614E9	9.631264E8	1.41624614E9	
ENSG00000106355.9_54_326	ENSG00000106355.9_54_326			91	61.50				1.0000	0.9990	4	19	19	19	10	9	10	9	10	9	1.66964352E9	1.73411123E9	1.66964352E9	1.73411123E9	1.66964352E9	1.73411123E9	
ENSG00000106367.13_119_592	ENSG00000106367.13_119_592			158	48.70				1.0000	0.9990	13	54	52	54	25	29	24	28	25	29	5.2033034E9	4.934123E9	4.3672888E9	4.6837908E9	5.2033034E9	4.934123E9	
ENSG00000106392.10_224_1312	ENSG00000106392.10_224_1312			363	40.50				1.0000	0.9990	17	33	33	33	16	17	16	17	16	17	2.77320384E8	1.03306752E9	2.77320384E8	1.03306752E9	2.77320384E8	1.03306752E9	
ENSG00000106397.11_400_2613	ENSG00000106397.11_400_2613			738	60.20				1.0000	0.9990	49	195	195	195	101	94	101	94	101	94	7.2843971E9	5.1443927E9	7.2843971E9	5.1443927E9	7.2843971E9	5.1443927E9	
ENSG00000106399.11_1185_1535	ENSG00000106399.11_1185_1535			117	72.60				1.0000	0.9990	11	67	67	67	36	31	36	31	36	31	6.8917934E9	1.30924626E10	6.8917934E9	1.30924626E10	6.8917934E9	1.30924626E10	
ENSG00000106400.11_529_990	ENSG00000106400.11_529_990			154	46.80				1.0000	0.9990	6	12	12	12	6	6	6	6	6	6	1.9653968E8	3.67773536E8	1.9653968E8	3.67773536E8	1.9653968E8	3.67773536E8	
ENSG00000106415.12_143_817	ENSG00000106415.12_143_817			225	29.30				1.0000	0.9990	8	2	2	17	2	0	2	0	11	6	0.0	0.0	0.0	0.0	1.25770288E8	0.0	
ENSG00000106415.12_624_2198	ENSG00000106415.12_624_2198			525	42.50				1.0000	0.9990	21	44	25	44	25	19	14	11	25	19	3.70045856E8	3.67221824E8	3.70045856E8	3.67221824E8	3.70045856E8	3.67221824E8	
ENSG00000106443.15_421_3264	ENSG00000106443.15_421_3264			948	52.80				1.0000	0.9990	55	124	124	124	59	65	59	65	59	65	8.1506874E8	9.2186035E8	8.1506874E8	9.2186035E8	8.1506874E8	9.2186035E8	
ENSG00000106459.14_151_1626	ENSG00000106459.14_151_1626			492	22.80				1.0000	0.9990	13	29	29	29	17	12	17	12	17	12	1.46693632E9	1.18881165E9	1.46693632E9	1.18881165E9	1.46693632E9	1.18881165E9	
ENSG00000106460.18_188_1009	ENSG00000106460.18_188_1009			274	49.60				1.0000	0.9990	12	39	39	39	21	18	21	18	21	18	8.5852845E8	1.63139789E9	8.5852845E8	1.63139789E9	8.5852845E8	1.63139789E9	
ENSG00000106462.10_132_2342	ENSG00000106462.10_132_2342			737	49.40				1.0000	0.9990	39	57	57	61	34	23	34	23	36	25	4.99281664E8	9.9017421E8	4.99281664E8	9.9017421E8	4.99281664E8	9.9017421E8	
ENSG00000106477.18_311_1390	ENSG00000106477.18_311_1390			360	63.60				1.0000	0.9990	21	46	6	46	22	24	4	2	22	24	5.8841126E8	7.714807E8	3.68126528E8	6.9664224E7	5.8841126E8	7.714807E8	
ENSG00000106479.10_246_3752	ENSG00000106479.10_246_3752			1169	29.90				1.0000	0.9990	29	54	54	54	28	26	28	26	28	26	5.5074893E8	5.04348224E8	5.5074893E8	5.04348224E8	5.5074893E8	5.04348224E8	
ENSG00000106484.14_222_1226	ENSG00000106484.14_222_1226			335	27.80				1.0000	0.9990	8	17	17	17	12	5	12	5	12	5	5.3071264E8	2.225304E8	5.3071264E8	2.225304E8	5.3071264E8	2.225304E8	
ENSG00000106524.8_245_1567	ENSG00000106524.8_245_1567			441	88.20				1.0000	0.9990	36	84	84	84	46	38	46	38	46	38	1.91144563E9	2.32382874E9	1.91144563E9	2.32382874E9	1.91144563E9	2.32382874E9	
ENSG00000106537.7_434_1045	ENSG00000106537.7_434_1045			204	29.40				1.0000	0.9990	6	16	16	21	10	6	10	6	14	7	1.52979548E10	1.15525427E10	1.52979548E10	1.15525427E10	1.53975316E10	1.15215043E10	
ENSG00000106538.9_118_606	ENSG00000106538.9_118_606			163	43.60				1.0000	0.9990	6	7	7	7	5	2	5	2	5	2	1.20602504E8	2.74924768E8	1.20602504E8	2.74924768E8	1.20602504E8	2.74924768E8	
ENSG00000106541.11_154_678	ENSG00000106541.11_154_678			175	65.10				1.0000	0.9990	13	333	333	333	142	191	142	191	142	191	3.01420585E10	6.7616944E10	3.01420585E10	6.7616944E10	3.01420585E10	6.7616944E10	
ENSG00000106546.12_644_3187	ENSG00000106546.12_644_3187			848	41.30				1.0000	0.9990	27	39	39	41	28	11	28	11	29	12	3.62797568E8	3.966944E8	3.62797568E8	3.966944E8	3.62797568E8	3.966944E8	
ENSG00000106554.11_146_826	ENSG00000106554.11_146_826			227	83.70				1.0000	0.9990	29	157	101	157	79	78	51	50	79	78	5.2801812E9	1.8887465E9	3.91199027E9	1.45657165E9	5.2801812E9	1.8887465E9	
ENSG00000106554.11_30_338	ENSG00000106554.11_30_338			103	73.80				1.0000	0.9990	13	8	8	64	6	2	6	2	34	30	0.0	2.354588E7	0.0	2.354588E7	2.47912781E9	1.95133453E9	
ENSG00000106565.17_207_1016	ENSG00000106565.17_207_1016			270	29.60				1.0000	0.9990	10	22	22	22	13	9	13	9	13	9	1.45856896E9	1.55045542E9	1.45856896E9	1.55045542E9	1.45856896E9	1.55045542E9	
ENSG00000106571.12_1160_4825	ENSG00000106571.12_1160_4825			1222	33.60				1.0000	0.9990	42	61	58	61	36	25	35	23	36	25	1.09654298E9	1.03309843E9	3.23089408E8	2.12056496E8	1.09654298E9	1.03309843E9	
ENSG00000106591.3_188_751	ENSG00000106591.3_188_751			188	40.40				1.0000	0.9990	8	27	27	27	18	9	18	9	18	9	7.3597862E8	1.34087078E9	7.3597862E8	1.34087078E9	7.3597862E8	1.34087078E9	
ENSG00000106603.18_127_561	ENSG00000106603.18_127_561			145	64.10				1.0000	0.9990	10	32	32	32	18	14	18	14	18	14	7.9093594E8	1.75049997E9	7.9093594E8	1.75049997E9	7.9093594E8	1.75049997E9	
ENSG00000106605.10_77_964	ENSG00000106605.10_77_964			296	64.20				1.0000	0.9990	20	125	125	125	76	49	76	49	76	49	8.6329098E9	1.8484822E10	8.6329098E9	1.8484822E10	8.6329098E9	1.8484822E10	
ENSG00000106608.16_176_2839	ENSG00000106608.16_176_2839			888	38.50				1.0000	0.9990	32	63	63	63	32	31	32	31	32	31	1.93779469E9	1.76090586E9	1.93779469E9	1.76090586E9	1.93779469E9	1.76090586E9	
ENSG00000106609.16_256_1197	ENSG00000106609.16_256_1197			314	30.30				1.0000	0.9990	7	8	8	8	4	4	4	4	4	4	5.5147942E8	0.0	5.5147942E8	0.0	5.5147942E8	0.0	
ENSG00000106617.13_521_2212	ENSG00000106617.13_521_2212			564	50.20				1.0000	0.9990	26	42	42	48	27	15	27	15	30	18	5.11989696E8	2.44965664E8	5.11989696E8	2.44965664E8	1.60956992E9	3.37803853E9	
ENSG00000106624.10_306_3779	ENSG00000106624.10_306_3779			1158	34.00				1.0000	0.9990	41	101	101	101	58	43	58	43	58	43	9.8508165E9	1.18437107E9	9.8508165E9	1.18437107E9	9.8508165E9	1.18437107E9	
ENSG00000106628.10_286_1512	ENSG00000106628.10_286_1512			409	49.90				1.0000	0.9990	14	25	25	25	14	11	14	11	14	11	1.0415824E9	5.05722592E8	1.0415824E9	5.05722592E8	1.0415824E9	5.05722592E8	
ENSG00000106633.15_19_447	ENSG00000106633.15_19_447			143	76.90				1.0000	0.9990	11	9	9	18	6	3	6	3	12	6	0.0	0.0	0.0	0.0	2.94215552E8	1.34034448E8	
ENSG00000106633.15_492_1865	ENSG00000106633.15_492_1865			458	43.20				1.0000	0.9990	16	26	17	26	19	7	13	4	19	7	4.59106336E8	3.30387226E9	4.59106336E8	3.30387226E9	4.59106336E8	3.30387226E9	
ENSG00000106636.7_205_681	ENSG00000106636.7_205_681			159	93.10				1.0000	0.9990	18	63	63	63	37	26	37	26	37	26	3.62349901E9	2.46444083E9	3.62349901E9	2.46444083E9	3.62349901E9	2.46444083E9	
ENSG00000106638.15_270_1583	ENSG00000106638.15_270_1583			438	76.00				1.0000	0.9990	39	183	183	183	83	100	83	100	83	100	4.13316531E9	5.3602483E9	4.13316531E9	5.3602483E9	4.13316531E9	5.3602483E9	
ENSG00000106665.15_385_3360	ENSG00000106665.15_385_3360			992	73.10				1.0000	0.9990	81	201	201	222	107	94	107	94	116	106	4.8246641E9	2.99836826E9	4.8246641E9	2.99836826E9	5.6526817E9	2.43456922E9	
ENSG00000106682.14_140_883	ENSG00000106682.14_140_883			248	87.50				1.0000	0.9990	38	185	185	185	82	103	82	103	82	103	7.0740941E9	7.4271478E9	7.0740941E9	7.4271478E9	7.0740941E9	7.4271478E9	
ENSG00000106686.16_81_650	ENSG00000106686.16_81_650			190	31.10				1.0000	0.9990	6	10	10	10	5	5	5	5	5	5	4.61642272E8	7.941351E8	4.61642272E8	7.941351E8	4.61642272E8	7.941351E8	
ENSG00000106688.11_237_1808	ENSG00000106688.11_237_1808			524	20.00				1.0000	0.9990	10	21	21	21	12	9	12	9	12	9	2.1571096E8	5.8560909E8	2.1571096E8	5.8560909E8	2.1571096E8	5.8560909E8	
ENSG00000106692.13_217_1599	ENSG00000106692.13_217_1599			461	42.30				1.0000	0.9990	19	24	24	24	17	7	17	7	17	7	2.28165888E8	0.0	2.28165888E8	0.0	2.28165888E8	0.0	
ENSG00000106701.11_188_1711	ENSG00000106701.11_188_1711			508	62.20				1.0000	0.9990	33	71	8	71	42	29	6	2	42	29	2.04325888E9	3.78286234E9	0.0	0.0	2.04325888E9	3.78286234E9	
ENSG00000106723.16_279_1064	ENSG00000106723.16_279_1064			262	92.40				1.0000	0.9990	35	82	79	82	45	37	43	36	45	37	1.38068902E9	3.72397517E9	1.38068902E9	3.72397517E9	1.38068902E9	3.72397517E9	
ENSG00000106733.20_238_834	ENSG00000106733.20_238_834			199	66.30				1.0000	0.9990	9	24	24	24	14	10	14	10	14	10	8.4293683E8	5.08546432E8	8.4293683E8	5.08546432E8	8.4293683E8	5.08546432E8	
ENSG00000106771.12_33_2669	ENSG00000106771.12_33_2669			879	24.70				1.0000	0.9990	20	38	29	38	22	16	17	12	22	16	8.2007283E8	1.92016934E9	5.0158064E8	1.16575091E9	8.2007283E8	1.92016934E9	
ENSG00000106771.12_90_848	ENSG00000106771.12_90_848			253	43.90				1.0000	0.9990	6	2	2	11	2	0	2	0	7	4	0.0	0.0	0.0	0.0	1.14863219E9	1.06946067E9	
ENSG00000106780.8_137_1918	ENSG00000106780.8_137_1918			594	22.40				1.0000	0.9990	12	14	14	14	5	9	5	9	5	9	0.0	7.258224E8	0.0	7.258224E8	0.0	7.258224E8	
ENSG00000106799.12_118_1626	ENSG00000106799.12_118_1626			503	36.00				1.0000	0.9990	16	13	13	21	6	7	6	7	10	11	4.16185728E8	2.08855408E8	4.16185728E8	2.08855408E8	3.80768512E8	3.26372864E8	
ENSG00000106804.7_31_5058	ENSG00000106804.7_31_5058			1676	35.30				1.0000	0.9990	62	140	140	140	84	56	84	56	84	56	1.27379046E9	1.93300339E9	1.27379046E9	1.93300339E9	1.27379046E9	1.93300339E9	
ENSG00000106829.18_1040_3337	ENSG00000106829.18_1040_3337			766	55.00				1.0000	0.9990	35	24	24	63	14	10	14	10	37	26	1.1599904E8	3.12446048E8	1.1599904E8	3.12446048E8	8.7753485E8	9.9469824E8	
ENSG00000106853.18_499_1029	ENSG00000106853.18_499_1029			177	76.80				1.0000	0.9990	12	2	2	77	2	0	2	0	34	43	0.0	0.0	0.0	0.0	7.9784832E9	9.1517153E9	
ENSG00000106853.18_80_1066	ENSG00000106853.18_80_1066			329	72.30				1.0000	0.9990	21	133	58	133	68	65	36	22	68	65	1.50525553E10	2.19519447E10	1.11896873E10	2.18471096E10	1.50525553E10	2.19519447E10	
ENSG00000106868.16_33_2303	ENSG00000106868.16_33_2303			757	47.80				1.0000	0.9990	31	54	54	54	36	18	36	18	36	18	1.0798176E9	2.9380528E8	1.0798176E9	2.9380528E8	1.0798176E9	2.9380528E8	
ENSG00000106927.11_264_1319	ENSG00000106927.11_264_1319			352	62.50				1.0000	0.9990	25	606	606	606	325	281	325	281	325	281	2.07541469E11	8.2140725E10	2.07541469E11	8.2140725E10	2.07541469E11	8.2140725E10	
ENSG00000106948.16_520_4479	ENSG00000106948.16_520_4479			1320	43.80				1.0000	0.9990	44	76	76	76	36	40	36	40	36	40	3.14983552E8	2.22060416E8	3.14983552E8	2.22060416E8	3.14983552E8	2.22060416E8	
ENSG00000106976.20_108_2645	ENSG00000106976.20_108_2645			846	63.60				1.0000	0.9990	62	142	132	211	71	71	65	67	103	108	1.96744563E9	3.0259456E9	1.96744563E9	3.0259456E9	1.02396436E10	1.07548631E10	
ENSG00000106992.17_154_735	ENSG00000106992.17_154_735			194	86.60				1.0000	0.9990	20	193	175	193	103	90	93	82	103	90	2.52381348E10	4.2570125E10	2.52381348E10	4.2570125E10	2.52381348E10	4.2570125E10	
ENSG00000106993.11_335_1213	ENSG00000106993.11_335_1213			293	59.00				1.0000	0.9990	21	40	40	40	16	24	16	24	16	24	5.28830848E8	9.9311789E8	5.28830848E8	9.9311789E8	5.28830848E8	9.9311789E8	
ENSG00000107014.8_390_944	ENSG00000107014.8_390_944			185	45.40				1.0000	0.9990	9	14	14	14	10	4	10	4	10	4	2.01344944E8	0.0	2.01344944E8	0.0	2.01344944E8	0.0	
ENSG00000107020.9_259_663	ENSG00000107020.9_259_663			135	51.10				1.0000	0.9990	13	44	44	44	19	25	19	25	19	25	1.44763341E9	1.42969421E9	1.44763341E9	1.42969421E9	1.44763341E9	1.42969421E9	
ENSG00000107021.15_151_1350	ENSG00000107021.15_151_1350			400	68.80				1.0000	0.9990	33	82	82	82	42	40	42	40	42	40	2.35316506E9	2.5077801E9	2.35316506E9	2.5077801E9	2.35316506E9	2.5077801E9	
ENSG00000107036.11_429_4460	ENSG00000107036.11_429_4460			1344	25.70				1.0000	0.9990	26	41	41	41	18	23	18	23	18	23	7.2104083E8	4.19529696E8	7.2104083E8	4.19529696E8	7.2104083E8	4.19529696E8	
ENSG00000107077.18_632_3733	ENSG00000107077.18_632_3733			1034	50.20				1.0000	0.9990	46	76	76	77	41	35	41	35	42	35	2.07857779E9	1.60841936E8	2.07857779E9	1.60841936E8	2.07857779E9	1.60841936E8	
ENSG00000107104.18_1220_4708	ENSG00000107104.18_1220_4708			1163	45.80				1.0000	0.9990	46	91	91	91	58	33	58	33	58	33	1.58938534E9	3.91835968E8	1.58938534E9	3.91835968E8	1.58938534E9	3.91835968E8	
ENSG00000107140.15_268_2145	ENSG00000107140.15_268_2145			626	39.60				1.0000	0.9990	23	46	46	46	27	19	27	19	27	19	1.91139168E8	9.4899078E8	1.91139168E8	9.4899078E8	1.91139168E8	9.4899078E8	
ENSG00000107164.15_76_1791	ENSG00000107164.15_76_1791			572	83.90				1.0000	0.9990	50	327	327	354	164	163	164	163	174	180	1.56315965E10	1.67683789E10	1.56315965E10	1.67683789E10	1.56315965E10	1.67683789E10	
ENSG00000107185.9_142_1314	ENSG00000107185.9_142_1314			391	42.20				1.0000	0.9990	14	29	29	29	12	17	12	17	12	17	4.434832E8	5.31943104E8	4.434832E8	5.31943104E8	4.434832E8	5.31943104E8	
ENSG00000107201.9_243_2933	ENSG00000107201.9_243_2933			897	63.40				1.0000	0.9990	63	159	159	159	91	68	91	68	91	68	2.74842522E9	2.66814848E9	2.74842522E9	2.66814848E9	2.74842522E9	2.66814848E9	
ENSG00000107223.12_28_450	ENSG00000107223.12_28_450			141	70.90				1.0000	0.9990	14	41	2	41	20	21	2	0	20	21	3.97797325E9	5.2723466E9	0.0	0.0	3.97797325E9	5.2723466E9	
ENSG00000107242.17_465_1925	ENSG00000107242.17_465_1925			487	47.80				1.0000	0.9990	21	43	43	49	24	19	24	19	27	22	1.3525512E8	2.65129626E9	1.3525512E8	2.65129626E9	4.74490752E8	2.65136051E9	
ENSG00000107249.21_658_3384	ENSG00000107249.21_658_3384			909	38.80				1.0000	0.9990	29	46	46	49	27	19	27	19	28	21	3.45888E8	8.5033722E8	3.45888E8	8.5033722E8	1.2639895E9	1.43138598E9	
ENSG00000107262.18_214_1035	ENSG00000107262.18_214_1035			274	80.70				1.0000	0.9990	19	49	49	49	26	23	26	23	26	23	1.61758694E9	1.6585408E9	1.61758694E9	1.6585408E9	1.61758694E9	1.6585408E9	
ENSG00000107263.18_347_3355	ENSG00000107263.18_347_3355			1003	54.00				1.0000	0.9990	56	98	98	98	48	50	48	50	48	50	1.58347046E9	5.9602509E8	1.58347046E9	5.9602509E8	1.58347046E9	5.9602509E8	
ENSG00000107281.9_215_1189	ENSG00000107281.9_215_1189			325	50.20				1.0000	0.9990	18	36	36	36	20	16	20	16	20	16	7.1213146E8	1.48232346E9	7.1213146E8	1.48232346E9	7.1213146E8	1.48232346E9	
ENSG00000107282.7_1100_2734	ENSG00000107282.7_1100_2734			545	41.70				1.0000	0.9990	21	44	43	44	24	20	23	20	24	20	5.17624768E8	3.0699008E8	5.17624768E8	3.0699008E8	5.17624768E8	3.0699008E8	
ENSG00000107290.13_184_8214	ENSG00000107290.13_184_8214			2677	47.10				1.0000	0.9990	121	178	178	178	91	87	91	87	91	87	5.5495815E10	8.6739247E10	5.5495815E10	8.6739247E10	5.5495815E10	8.6739247E10	
ENSG00000107295.9_121_1176	ENSG00000107295.9_121_1176			352	64.20				1.0000	0.9990	29	37	37	77	25	12	25	12	38	39	1.51274714E9	7.6134458E8	1.51274714E9	7.6134458E8	5.553023E9	8.3269335E9	
ENSG00000107331.16_341_3010	ENSG00000107331.16_341_3010			890	21.70				1.0000	0.9990	13	17	17	17	11	6	11	6	11	6	0.0	8.155196E7	0.0	8.155196E7	0.0	8.155196E7	
ENSG00000107338.9_567_2093	ENSG00000107338.9_567_2093			509	53.40				1.0000	0.9990	28	58	58	58	30	28	30	28	30	28	1.66518195E9	9.9850629E9	1.66518195E9	9.9850629E9	1.66518195E9	9.9850629E9	
ENSG00000107341.4_231_905	ENSG00000107341.4_231_905			225	20.40				1.0000	0.9990	6	9	9	11	5	4	5	4	6	5	1.36925811E9	6.4041587E8	1.36925811E9	6.4041587E8	3.69889024E9	3.10451379E9	
ENSG00000107362.13_224_976	ENSG00000107362.13_224_976			251	57.00				1.0000	0.9990	16	54	54	54	31	23	31	23	31	23	1.77727872E9	1.7491607E9	1.77727872E9	1.7491607E9	1.77727872E9	1.7491607E9	
ENSG00000107371.12_14_838	ENSG00000107371.12_14_838			275	81.80				1.0000	0.9990	18	41	41	41	25	16	25	16	25	16	1.37740923E10	4.21603046E9	1.37740923E10	4.21603046E9	1.37740923E10	4.21603046E9	
ENSG00000107372.12_733_1287	ENSG00000107372.12_733_1287			185	89.20				1.0000	0.9990	20	38	36	38	23	15	22	14	23	15	6.2088397E8	6.0837523E8	6.2088397E8	6.0837523E8	6.2088397E8	6.0837523E8	
ENSG00000107404.19_201_2057	ENSG00000107404.19_201_2057			619	47.70				1.0000	0.9990	27	37	37	42	19	18	19	18	21	21	1.0092412E8	2.8421033E9	1.0092412E8	2.8421033E9	1.58264E8	3.03547162E9	
ENSG00000107438.8_110_1096	ENSG00000107438.8_110_1096			329	89.70				1.0000	0.9990	28	267	267	267	117	150	117	150	117	150	3.43569797E10	6.2192009E10	3.43569797E10	6.2192009E10	3.43569797E10	6.2192009E10	
ENSG00000107443.15_581_1483	ENSG00000107443.15_581_1483			301	10.00				1.0000	0.9990	2	4	4	4	1	3	1	3	1	3	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000107485.15_561_1784	ENSG00000107485.15_561_1784			408	26.20				1.0000	0.9990	10	14	14	20	8	6	8	6	11	9	4.9151728E8	8.2176762E8	4.9151728E8	8.2176762E8	7.5020653E8	8.1674131E8	
ENSG00000107518.16_127_4263	ENSG00000107518.16_127_4263			1379	25.00				1.0000	0.9990	31	58	58	58	28	30	28	30	28	30	1.42499584E8	2.49463322E9	1.42499584E8	2.49463322E9	1.42499584E8	2.49463322E9	
ENSG00000107521.18_131_232	ENSG00000107521.18_131_232			34	100.00				1.0000	0.9990	5	15	15	15	9	6	9	6	9	6	4.717888E8	1.08628275E9	4.717888E8	1.08628275E9	4.717888E8	1.08628275E9	
ENSG00000107537.13_60_1073	ENSG00000107537.13_60_1073			338	63.90				1.0000	0.9990	22	72	72	72	40	32	40	32	40	32	1.86225101E9	3.67202637E9	1.86225101E9	3.67202637E9	1.86225101E9	3.67202637E9	
ENSG00000107551.20_114_1076	ENSG00000107551.20_114_1076			321	58.30				1.0000	0.9990	18	25	25	26	11	14	11	14	12	14	1.03630278E9	4.12405696E8	1.03630278E9	4.12405696E8	1.03630278E9	4.12405696E8	
ENSG00000107554.16_234_3860	ENSG00000107554.16_234_3860			1209	55.70				1.0000	0.9990	60	23	23	105	15	8	15	8	64	41	1.80150416E8	1.31540058E9	1.80150416E8	1.31540058E9	4.63701664E8	3.23881216E9	
ENSG00000107554.16_93_4823	ENSG00000107554.16_93_4823			1577	46.90				1.0000	0.9990	68	123	41	123	75	48	26	15	75	48	5.8611558E8	2.47107405E9	1.1436064E8	5.09456128E8	5.8611558E8	2.47107405E9	
ENSG00000107560.10_444_2036	ENSG00000107560.10_444_2036			531	67.40				1.0000	0.9990	36	54	54	61	32	22	32	22	36	25	1.88042624E8	6.3372909E8	1.88042624E8	6.3372909E8	9.3901544E7	7.8011302E8	
ENSG00000107562.16_39_395	ENSG00000107562.16_39_395			119	63.40				1.0000	0.9990	5	22	0	22	13	9	0	0	13	9	2.30150451E9	1.789568E9	0.0	0.0	2.30150451E9	1.789568E9	ENSG00000107562.16_88_366
ENSG00000107566.13_2715_3752	ENSG00000107566.13_2715_3752			346	54.00				1.0000	0.9990	22	97	97	97	54	43	54	43	54	43	9.2578447E9	1.06188073E10	9.2578447E9	1.06188073E10	9.2578447E9	1.06188073E10	
ENSG00000107581.12_129_4274	ENSG00000107581.12_129_4274			1382	71.40				1.0000	0.9990	148	633	632	633	303	330	302	330	303	330	1.7898238E10	1.56851036E10	1.7898238E10	1.56851036E10	1.7898238E10	1.56851036E10	
ENSG00000107614.21_94_1221	ENSG00000107614.21_94_1221			376	21.80				1.0000	0.9990	9	12	5	12	5	7	2	3	5	7	0.0	0.0	0.0	0.0	0.0	0.0	
ENSG00000107625.12_138_2318	ENSG00000107625.12_138_2318			727	67.80				1.0000	0.9990	58	112	112	129	61	51	61	51	70	59	1.26280154E9	1.13246477E9	1.26280154E9	1.13246477E9	1.99555699E9	1.59217382E9	
ENSG00000107643.15_182_1462	ENSG00000107643.15_182_1462			427	73.10				1.0000	0.9990	38	7	7	121	4	3	4	3	59	62	0.0	3.28827488E8	0.0	3.28827488E8	5.4105436E9	9.6843305E9	
ENSG00000107643.15_233_1513	ENSG00000107643.15_233_1513			427	74.90				1.0000	0.9990	38	78	8	122	35	43	1	7	56	66	1.67688397E9	1.91774835E9	0.0	3.99106112E8	5.4105436E9	9.6843305E9	
ENSG00000107669.17_115_1668	ENSG00000107669.17_115_1668			518	62.20				1.0000	0.9990	37	2	2	99	2	0	2	0	51	48	1.00645032E8	0.0	1.00645032E8	0.0	4.3125115E9	2.11934285E9	
ENSG00000107669.17_88_1641	ENSG00000107669.17_88_1641			518	62.00				1.0000	0.9990	37	101	4	101	50	51	1	3	50	51	4.3125115E9	2.11934285E9	5.00221088E8	4.9973312E8	4.3125115E9	2.11934285E9	
ENSG00000107672.14_254_1207	ENSG00000107672.14_254_1207			318	64.50				1.0000	0.9990	17	23	23	23	13	10	13	10	13	10	2.9781904E8	5.2846784E8	2.9781904E8	5.2846784E8	2.9781904E8	5.2846784E8	
ENSG00000107679.14_1712_2677	ENSG00000107679.14_1712_2677			322	83.20				1.0000	0.9990	32	86	31	86	41	45	15	16	41	45	3.66661376E9	4.3386527E9	1.92329702E9	2.09762342E9	3.66661376E9	4.3386527E9	
ENSG00000107679.14_355_1257	ENSG00000107679.14_355_1257			301	72.10				1.0000	0.9990	27	7	7	62	5	2	5	2	31	31	2.3353154E7	0.0	2.3353154E7	0.0	2.5690281E9	3.18520678E9	
ENSG00000107731.12_60_2861	ENSG00000107731.12_60_2861			934	16.50				1.0000	0.9990	16	22	22	23	12	10	12	10	12	11	2.7159546E7	3.48033472E8	2.7159546E7	3.48033472E8	2.7159546E7	3.48033472E8	
ENSG00000107738.19_60_992	ENSG00000107738.19_60_992			311	35.00				1.0000	0.9990	7	15	15	15	9	6	9	6	9	6	3.06937344E8	1.45419568E8	3.06937344E8	1.45419568E8	3.06937344E8	1.45419568E8	
ENSG00000107742.12_560_1717	ENSG00000107742.12_560_1717			386	47.20				1.0000	0.9990	17	41	41	41	23	18	23	18	23	18	6.6006656E8	9.4493376E8	6.6006656E8	9.4493376E8	6.6006656E8	9.4493376E8	
ENSG00000107745.17_98_1525	ENSG00000107745.17_98_1525			476	55.30				1.0000	0.9990	31	73	73	73	43	30	43	30	43	30	1.40449997E9	1.2736983E9	1.40449997E9	1.2736983E9	1.40449997E9	1.2736983E9	
ENSG00000107771.15_347_3400	ENSG00000107771.15_347_3400			1018	46.40				1.0000	0.9990	43	72	72	72	38	34	38	34	38	34	1.3333248E9	4.98104736E8	1.3333248E9	4.98104736E8	1.3333248E9	4.98104736E8	
ENSG00000107789.15_42_1502	ENSG00000107789.15_42_1502			487	40.70				1.0000	0.9990	24	61	61	61	28	33	28	33	28	33	3.08960742E9	3.48518477E9	3.08960742E9	3.48518477E9	3.08960742E9	3.48518477E9	
ENSG00000107796.13_67_1197	ENSG00000107796.13_67_1197			377	82.20				1.0000	0.9990	38	145	145	1485	76	69	76	69	689	796	7.8545523E8	2.06266634E10	7.8545523E8	2.06266634E10	2.71593734E11	1.44732887E12	
ENSG00000107798.17_324_1520	ENSG00000107798.17_324_1520			399	33.30				1.0000	0.9990	10	38	38	38	20	18	20	18	20	18	2.83079782E9	1.6209961E9	2.83079782E9	1.6209961E9	2.83079782E9	1.6209961E9	
ENSG00000107815.7_333_2237	ENSG00000107815.7_333_2237			635	48.50				1.0000	0.9990	20	41	41	41	19	22	19	22	19	22	9.7751982E9	0.0	9.7751982E9	0.0	9.7751982E9	0.0	
